strategy,direction,opened_at,closed_at,entry,exit,qty,reason,gross_pnl,fees,net_pnl,r_multiple,balance_after,tier,fib_zone,mode,rr
ICT,SHORT,2024-12-20 10:05:00-05:00,2024-12-20 10:07:00-05:00,96081.25,95895.0,0.561,TP,104.48625000000001,21.539735250000003,82.94651475,1.175024089802784,7137.1062604682265,1,ote,1m,1.480156956240963
ICT,SHORT,2024-12-20 10:13:00-05:00,2024-12-20 10:14:00-05:00,96095.0,96226.7167095,0.585,SL,-77.05427505750238,42.204061101281624,-119.258336158784,-1.6696867495821053,7017.8479243094425,1,ote,1m,1.6380687169826618
ICT,LONG,2024-12-24 05:44:00-05:00,2024-12-24 05:52:00-05:00,93747.0,93887.0,0.733,TP,102.62,27.5071444,75.1128556,1.0702497206178445,7092.960779909443,2,equilibrium,1m,1.4621868048084594
ICT,SHORT,2025-01-03 09:42:00-05:00,2025-01-03 09:45:00-05:00,97199.75,97011.0,0.494,TP,93.24249999999999,19.188022099999998,74.0544779,1.04501994600897,7167.015257809443,1,ote,1m,1.31579176680336
ICT,SHORT,2025-01-13 10:44:00-05:00,2025-01-13 10:46:00-05:00,92654.75,92502.0,0.629,TP,96.07975,23.29271915,72.78703085000001,1.0159247090222179,7239.802288659443,2,equilibrium,1m,1.3410327488537395
ICT,SHORT,2025-02-28 10:12:00-05:00,2025-02-28 10:13:00-05:00,82968.5,83096.27729685,0.606,SL,-77.43304189110404,37.75177142304011,-115.18481331414415,-1.5909963660987618,7124.617475345299,2,equilibrium,1m,2.9589389671753814
ICT,SHORT,2025-02-28 10:20:00-05:00,2025-02-28 10:22:00-05:00,83571.75,83735.94450717501,0.457,SL,-75.036889778979,28.68548760187844,-103.72237738085744,-1.456559348447511,7020.895097964441,2,equilibrium,1m,1.9172548119886643
ICT,SHORT,2025-03-07 05:19:00-05:00,2025-03-07 05:39:00-05:00,89092.25,89203.011659225,0.689,SL,-76.31478320602352,46.08039331826331,-122.39517652428682,-1.7442835919038413,6898.499921440155,1,ote,1m,1.6717030505511954
ICT,SHORT,2025-03-11 04:49:00-04:00,2025-03-11 04:50:00-04:00,81342.0,81474.48863420001,0.555,SL,-73.53119198100555,33.89904965558956,-107.43024163659511,-1.5567386960867082,6791.06967980356,1,ote,1m,1.3028582458058784
ICT,SHORT,2025-03-11 05:03:00-04:00,2025-03-11 05:05:00-04:00,81374.0,81482.52143739999,0.677,SL,-73.46901311979428,41.35805645721589,-114.82706957701018,-1.6897964033571249,6676.24261022655,1,ote,1m,1.9327714348337959
ICT,SHORT,2025-04-09 03:41:00-04:00,2025-04-09 03:42:00-04:00,77808.25,77913.598830825,0.684,SL,-72.05860028429615,39.95526448015636,-112.0138647644525,-1.678617238234029,6564.228745462097,2,equilibrium,1m,1.4273523766569955
ICT,SHORT,2025-04-09 04:01:00-04:00,2025-04-09 04:04:00-04:00,77817.0,77669.0,0.741,TP,109.66799999999999,23.0430252,86.62497479999999,1.6511869829130386,6650.853720262097,2,equilibrium,1m,1.4709328424577883
ICT,SHORT,2025-05-21 09:48:00-04:00,2025-05-21 09:51:00-04:00,107300.0,107447.04363,0.488,SL,-71.75729144000006,39.311266510292,-111.06855795029207,-1.6698422890425189,6539.785162311805,2,equilibrium,1m,1.3573000733675427
